43700	79566.6667
43700	79633.3333
43700	80366.6667
43716.6667	79250
43716.6667	79483.3333
43716.6667	79566.6667
43733.3333	65966.6667
43733.3333	79250
43733.3333	79333.3333
43733.3333	80966.6667
43733.3333	81700
43750	66116.6667
43750	79200
43750	79416.6667
43766.6667	65316.6667
43766.6667	80066.6667
43783.3333	79250
43783.3333	79266.6667
43783.3333	79416.6667
43783.3333	79600
43783.3333	79933.3333
43800	65850
43800	79416.6667
43833.3333	65066.6667
43833.3333	66116.6667
43833.3333	80533.3333
43833.3333	80850
43850	65966.6667
43850	66150
43850	79016.6667
43866.6667	78933.3333
43866.6667	79033.3333
43866.6667	79266.6667
43866.6667	79433.3333
43866.6667	79866.6667
43866.6667	80000
43883.3333	66083.3333
43883.3333	79733.3333
43883.3333	81300
43900	78683.3333
43900	78866.6667
43900	80316.6667
43916.6667	78583.3333
43916.6667	80083.3333
43916.6667	80883.3333
43933.3333	64850
43933.3333	79533.3333
43933.3333	81250
43950	64816.6667
43950	77350
43950	78300
43950	81516.6667
43966.6667	66133.3333
43966.6667	78166.6667
43966.6667	79250
43966.6667	80733.3333
43983.3333	66016.6667
43983.3333	81283.3333
44000	77233.3333
44000	79466.6667
44016.6667	77150
44016.6667	77883.3333
44016.6667	78716.6667
44016.6667	78966.6667
44016.6667	79800
44033.3333	64716.6667
44033.3333	77733.3333
44033.3333	81116.6667
44050	64750
44050	66166.6667
44050	76933.3333
44050	78800
44050	79450
44050	80933.3333
44066.6667	78366.6667
44066.6667	80200
44066.6667	81583.3333
44083.3333	66033.3333
44083.3333	77366.6667
44083.3333	81133.3333
44100	77583.3333
44100	78633.3333
44100	78933.3333
44100	79116.6667
44116.6667	79566.6667
44133.3333	64650
44133.3333	78183.3333
44133.3333	78666.6667
44133.3333	81150
44150	76766.6667
44150	78450
44150	79866.6667
44150	81033.3333
44166.6667	77383.3333
44166.6667	80383.3333
44166.6667	81633.3333
44183.3333	66150
44183.3333	76766.6667
44183.3333	78566.6667
44183.3333	80816.6667
44200	76750
44200	77033.3333
44200	77600
44200	81233.3333
44216.6667	76533.3333
44216.6667	76866.6667
44216.6667	77366.6667
44233.3333	64450
44233.3333	76483.3333
44233.3333	76616.6667
44233.3333	77033.3333
44233.3333	79050
44250	64550
44250	76950
44250	77816.6667
44250	78166.6667
44250	79466.6667
44250	79583.3333
44250	80550
44266.6667	64600
44266.6667	66316.6667
44266.6667	66350
44266.6667	79550
44266.6667	79883.3333
44283.3333	64366.6667
44283.3333	79916.6667
44300	64366.6667
44300	76566.6667
44300	77550
44300	77600
44300	77800
44300	77950
44300	78333.3333
44300	78550
44300	79366.6667
44300	81100
44300	81283.3333
44316.6667	64416.6667
44316.6667	79200
44316.6667	79883.3333
44316.6667	80100
44316.6667	80533.3333
44316.6667	80650
44333.3333	66116.6667
44333.3333	76166.6667
44333.3333	76333.3333
44333.3333	76866.6667
44350	64250
44350	78733.3333
44350	79033.3333
44350	79783.3333
44366.6667	64316.6667
44366.6667	64516.6667
44366.6667	65033.3333
44366.6667	75933.3333
44366.6667	76516.6667
44366.6667	76766.6667
44383.3333	64966.6667
44383.3333	66216.6667
44383.3333	77016.6667
44383.3333	77983.3333
44383.3333	78200
44383.3333	79700
44416.6667	65983.3333
44416.6667	79000
44416.6667	80083.3333
44433.3333	64366.6667
44433.3333	75950
44433.3333	77450
44433.3333	77616.6667
44433.3333	77883.3333
44433.3333	78266.6667
44433.3333	79150
44433.3333	81383.3333
44450	64850
44450	78633.3333
44450	79733.3333
44450	80883.3333
44466.6667	63600
44466.6667	63716.6667
44466.6667	63800
44466.6667	76883.3333
44466.6667	76983.3333
44466.6667	77300
44483.3333	76683.3333
44483.3333	77683.3333
44500	79466.6667
44500	80216.6667
44500	81366.6667
44516.6667	77216.6667
44516.6667	77483.3333
44516.6667	77616.6667
44516.6667	79616.6667
44533.3333	64233.3333
44533.3333	66016.6667
44533.3333	77783.3333
44533.3333	78550
44533.3333	78750
44533.3333	81166.6667
44550	64716.6667
44550	77333.3333
44550	78333.3333
44550	79183.3333
44550	80450
44566.6667	65633.3333
44566.6667	80800
44566.6667	80850
44583.3333	64066.6667
44583.3333	75683.3333
44583.3333	79866.6667
44600	65750
44600	78933.3333
44600	79366.6667
44600	79416.6667
44600	80583.3333
44600	81133.3333
44616.6667	63483.3333
44633.3333	63350
44633.3333	64050
44633.3333	64850
44633.3333	65650
44633.3333	75850
44633.3333	77283.3333
44633.3333	80950
44650	63266.6667
44650	63550
44650	63600
44650	65633.3333
44650	66850
44650	75650
44650	76250
44650	76316.6667
44650	76716.6667
44650	77116.6667
44650	77550
44650	79033.3333
44650	79266.6667
44666.6667	63566.6667
44666.6667	63950
44666.6667	76683.3333
44666.6667	77333.3333
44666.6667	78800
44683.3333	75966.6667
44683.3333	76400
44683.3333	79883.3333
44700	63883.3333
44716.6667	63233.3333
44716.6667	64800
44716.6667	65216.6667
44716.6667	75516.6667
44716.6667	78933.3333
44716.6667	79816.6667
44728.8889	63664.4444
44733.3333	64450
44733.3333	64700
44733.3333	65516.6667
44733.3333	76850
44733.3333	81133.3333
44750	65516.6667
44750	78083.3333
44750	79333.3333
44750	79700
44750	79766.6667
44750	79816.6667
44750	79900
44766.6667	66750
44766.6667	76683.3333
44766.6667	79333.3333
44766.6667	79933.3333
44783.3333	63150
44783.3333	75366.6667
44783.3333	78650
44800	62700
44800	65050
44800	79716.6667
44816.6667	65516.6667
44816.6667	77616.6667
44850	65150
44850	75316.6667
44850	77833.3333
44850	79500
44883.3333	63833.3333
44883.3333	65166.6667
44883.3333	66950
44883.3333	76233.3333
44900	62416.6667
44900	75183.3333
44900	76016.6667
44900	78383.3333
44916.6667	62383.3333
44916.6667	63233.3333
44916.6667	75833.3333
44916.6667	79366.6667
44933.3333	62533.3333
44933.3333	76683.3333
44933.3333	78733.3333
44950	65066.6667
44950	65266.6667
44950	75066.6667
44966.6667	62116.6667
44966.6667	62250
44966.6667	63516.6667
44966.6667	63966.6667
44983.3333	64133.3333
44983.3333	64900
44983.3333	77733.3333
44983.3333	79566.6667
44983.3333	81250
45000	66933.3333
45000	72100
45000	75000
45000	79300
45016.6667	65166.6667
45016.6667	72083.3333
45016.6667	72150
45016.6667	74366.6667
45016.6667	74400
45016.6667	74733.3333
45016.6667	75633.3333
45016.6667	76833.3333
45016.6667	79616.6667
45033.3333	62000
45033.3333	64733.3333
45033.3333	64833.3333
45033.3333	65066.6667
45033.3333	74900
45033.3333	76700
45033.3333	78216.6667
45033.3333	78516.6667
45033.3333	79300
45050	63133.3333
45050	66900
45050	73600
45050	77850
45050	78800
45050	79400
45066.6667	61900
45066.6667	63950
45066.6667	64183.3333
45066.6667	64500
45066.6667	64633.3333
45066.6667	64800
45066.6667	67033.3333
45066.6667	78083.3333
45066.6667	78900
45083.3333	63400
45083.3333	64366.6667
45083.3333	64400
45083.3333	66416.6667
45083.3333	73366.6667
45083.3333	74183.3333
45100	64250
45100	64933.3333
45100	72616.6667
45100	73750
45100	75216.6667
45100	75350
45116.6667	62016.6667
45116.6667	64533.3333
45116.6667	66683.3333
45116.6667	72983.3333
45116.6667	77866.6667
45133.3333	61983.3333
45133.3333	62950
45133.3333	63350
45133.3333	66583.3333
45133.3333	66816.6667
45133.3333	71800
45133.3333	73283.3333
45133.3333	74000
45133.3333	74350
45133.3333	74483.3333
45133.3333	74500
45133.3333	75083.3333
45133.3333	76133.3333
45133.3333	79766.6667
45150	64166.6667
45150	77250
45166.6667	64366.6667
45166.6667	67300
45166.6667	72033.3333
45166.6667	74133.3333
45166.6667	81333.3333
45183.3333	61650
45183.3333	61666.6667
45183.3333	63716.6667
45183.3333	63883.3333
45183.3333	64450
45183.3333	66333.3333
45183.3333	73400
45183.3333	73850
45183.3333	75833.3333
45200	64116.6667
45200	64616.6667
45200	67266.6667
45200	71500
45200	72750
45200	73866.6667
45216.6667	61366.6667
45216.6667	61733.3333
45216.6667	64016.6667
45216.6667	67133.3333
45216.6667	72516.6667
45216.6667	73300
45216.6667	76200
45216.6667	77400
45216.6667	79333.3333
45233.3333	61200
45233.3333	73800
45233.3333	74250
45233.3333	77933.3333
45233.3333	78883.3333
45250	62016.6667
45250	63283.3333
45250	63466.6667
45250	66100
45250	73600
45250	74133.3333
45250	75916.6667
45250	77116.6667
45250	81666.6667
45266.6667	62066.6667
45266.6667	63866.6667
45266.6667	66066.6667
45266.6667	71516.6667
45266.6667	72150
45266.6667	74233.3333
45283.3333	67266.6667
45283.3333	71883.3333
45283.3333	72116.6667
45283.3333	72966.6667
45283.3333	74050
45283.3333	74233.3333
45283.3333	74850
45300	64400
45300	66200
45300	72266.6667
45300	72316.6667
45300	73250
45300	74633.3333
45300	75083.3333
45300	75883.3333
45300	76716.6667
45300	78033.3333
45300	79933.3333
45316.6667	63516.6667
45316.6667	63783.3333
45316.6667	67200
45316.6667	73233.3333
45316.6667	73850
45316.6667	73866.6667
45316.6667	73933.3333
45316.6667	74050
45316.6667	80083.3333
45333.3333	64766.6667
45333.3333	64783.3333
45333.3333	73816.6667
45333.3333	75250
45333.3333	75600
45333.3333	75683.3333
45333.3333	75900
45333.3333	76283.3333
45333.3333	79216.6667
45333.3333	80033.3333
45350	61000
45350	61250
45350	64716.6667
45350	64816.6667
45350	65533.3333
45350	66233.3333
45350	72516.6667
45350	73466.6667
45350	74500
45350	75933.3333
45350	76033.3333
45366.6667	63300
45366.6667	71866.6667
45366.6667	73550
45366.6667	73750
45366.6667	73983.3333
45366.6667	75800
45366.6667	75883.3333
45366.6667	76483.3333
45366.6667	76983.3333
45366.6667	77616.6667
45383.3333	61983.3333
45383.3333	63916.6667
45383.3333	66000
45383.3333	70866.6667
45383.3333	72733.3333
45383.3333	73516.6667
45383.3333	73750
45383.3333	74016.6667
45383.3333	75800
45383.3333	79783.3333
45400	61500
45400	62183.3333
45400	62500
45400	63700
45400	64316.6667
45400	71900
45400	72033.3333
45400	73000
45400	73583.3333
45400	73916.6667
45400	73933.3333
45400	74033.3333
45400	75850
45400	78083.3333
45416.6667	63033.3333
45416.6667	63383.3333
45416.6667	63600
45416.6667	64033.3333
45416.6667	64550
45416.6667	67183.3333
45416.6667	71616.6667
45416.6667	72583.3333
45416.6667	73500
45416.6667	73650
45416.6667	73666.6667
45416.6667	73683.3333
45416.6667	75700
45416.6667	80100
45433.3333	63466.6667
45433.3333	63516.6667
45433.3333	72883.3333
45433.3333	73166.6667
45433.3333	73650
45433.3333	73750
45433.3333	73833.3333
45433.3333	73966.6667
45433.3333	75650
45433.3333	75733.3333
45433.3333	76366.6667
45450	66350
45450	71766.6667
45450	73266.6667
45450	73300
45450	73483.3333
45450	73566.6667
45450	73583.3333
45450	73650
45450	73666.6667
45450	73750
45450	73850
45450	74116.6667
45450	74150
45450	74166.6667
45450	75066.6667
45450	75250
45450	75683.3333
45450	77316.6667
45450	79250
45466.6667	62700
45466.6667	63600
45466.6667	64783.3333
45466.6667	65883.3333
45466.6667	70850
45466.6667	71933.3333
45466.6667	73466.6667
45466.6667	73883.3333
45466.6667	74083.3333
45466.6667	74300
45466.6667	75516.6667
45466.6667	75700
45466.6667	76400
45466.6667	76683.3333
45483.3333	61033.3333
45483.3333	71666.6667
45483.3333	72316.6667
45483.3333	72600
45483.3333	73500
45483.3333	73600
45483.3333	73866.6667
45483.3333	73900
45483.3333	75600
45483.3333	75650
45483.3333	77683.3333
45483.3333	79466.6667
45500	72900
45500	73483.3333
45500	73500
45500	73583.3333
45500	73816.6667
45500	73966.6667
45500	74033.3333
45500	75816.6667
45500	78000
45500	78233.3333
45516.6667	61016.6667
45516.6667	64333.3333
45516.6667	73616.6667
45516.6667	73650
45516.6667	73666.6667
45516.6667	74650
45516.6667	75866.6667
45516.6667	76000
45516.6667	76233.3333
45516.6667	76416.6667
45516.6667	79300
45516.6667	80283.3333
45533.3333	65833.3333
45533.3333	71283.3333
45533.3333	73166.6667
45533.3333	73216.6667
45533.3333	73350
45533.3333	73483.3333
45533.3333	73516.6667
45533.3333	73700
45533.3333	73716.6667
45533.3333	73816.6667
45533.3333	73883.3333
45533.3333	75283.3333
45533.3333	77100
45533.3333	79316.6667
45550	62716.6667
45550	63550
45550	73233.3333
45550	73666.6667
45550	73700
45550	73733.3333
45550	73866.6667
45550	74866.6667
45550	75416.6667
45550	77416.6667
45550	78600
45550	82016.6667
45566.6667	62650
45566.6667	63000
45566.6667	73200
45566.6667	73616.6667
45566.6667	73650
45566.6667	73850
45566.6667	73900
45566.6667	76766.6667
45583.3333	60966.6667
45583.3333	62183.3333
45583.3333	62633.3333
45583.3333	67333.3333
45583.3333	70883.3333
45583.3333	72000
45583.3333	73516.6667
45583.3333	73600
45583.3333	75233.3333
45583.3333	75416.6667
45583.3333	77250
45600	61350
45600	61366.6667
45600	64950
45600	73533.3333
45600	73616.6667
45600	73733.3333
45600	76483.3333
45600	79100
45600	80366.6667
45616.6667	61233.3333
45616.6667	61400
45616.6667	61650
45616.6667	61966.6667
45616.6667	62416.6667
45616.6667	62616.6667
45616.6667	63666.6667
45616.6667	64783.3333
45616.6667	66083.3333
45616.6667	71616.6667
45616.6667	72950
45616.6667	73650
45616.6667	73750
45616.6667	73783.3333
45616.6667	74600
45616.6667	74683.3333
45616.6667	75016.6667
45616.6667	76883.3333
45616.6667	78400
45616.6667	79416.6667
45633.3333	60666.6667
45633.3333	61400
45633.3333	64050
45633.3333	66583.3333
45633.3333	72566.6667
45633.3333	72933.3333
45633.3333	73516.6667
45633.3333	73816.6667
45633.3333	73850
45633.3333	74366.6667
45633.3333	74600
45633.3333	75933.3333
45633.3333	78816.6667
45633.3333	80083.3333
45650	60866.6667
45650	61233.3333
45650	61516.6667
45650	62850
45650	72900
45650	73483.3333
45650	73766.6667
45650	74100
45650	74333.3333
45650	74933.3333
45650	76033.3333
45650	81983.3333
45666.6667	62700
45666.6667	66616.6667
45666.6667	72150
45666.6667	73566.6667
45666.6667	79633.3333
45683.3333	61433.3333
45683.3333	63550
45683.3333	64216.6667
45683.3333	64383.3333
45683.3333	66100
45683.3333	66916.6667
45683.3333	67183.3333
45683.3333	73183.3333
45683.3333	73433.3333
45683.3333	73633.3333
45683.3333	74400
45683.3333	76616.6667
45700	60733.3333
45700	61483.3333
45700	62266.6667
45700	64433.3333
45700	71450
45700	73783.3333
45716.6667	60250
45716.6667	61166.6667
45716.6667	61250
45716.6667	63283.3333
45716.6667	64250
45716.6667	65516.6667
45716.6667	67000
45716.6667	73483.3333
45716.6667	75050
45733.3333	63050
45733.3333	63866.6667
45733.3333	64216.6667
45733.3333	73450
45733.3333	76600
45733.3333	76850
45733.3333	81800
45750	62733.3333
45750	64716.6667
45750	70700
45750	73483.3333
45766.6667	66150
45766.6667	71416.6667
45766.6667	72983.3333
45766.6667	73350
45766.6667	73983.3333
45766.6667	74000
45766.6667	75583.3333
45766.6667	79400
45766.6667	80550
45783.3333	63633.3333
45783.3333	71933.3333
45783.3333	72016.6667
45783.3333	73150
45783.3333	75100
45783.3333	80533.3333
45800	61483.3333
45800	63466.6667
45800	65116.6667
45800	71900
45800	74016.6667
45800	75950
45816.6667	73433.3333
45816.6667	77116.6667
45816.6667	82583.3333
45833.3333	60133.3333
45833.3333	63583.3333
45833.3333	64200
45833.3333	71383.3333
45833.3333	71666.6667
45833.3333	72566.6667
45850	63650
45850	66466.6667
45850	70650
45850	73233.3333
45850	73483.3333
45850	73766.6667
45850	76750
45850	79366.6667
45866.6667	61966.6667
45866.6667	65816.6667
45866.6667	74083.3333
45883.3333	61500
45883.3333	64350
45883.3333	66300
45883.3333	66900
45883.3333	67466.6667
45883.3333	72483.3333
45883.3333	72766.6667
45883.3333	73150
45883.3333	73283.3333
45883.3333	80533.3333
45883.3333	80733.3333
45900	61100
45900	71350
45900	71650
45900	72516.6667
45900	74166.6667
45900	77283.3333
45900	82250
45900	82833.3333
45916.6667	59983.3333
45916.6667	64650
45916.6667	67033.3333
45916.6667	76916.6667
45916.6667	79983.3333
45916.6667	82466.6667
45916.6667	83116.6667
45933.3333	60000
45933.3333	61016.6667
45933.3333	65166.6667
45933.3333	72433.3333
45950	60783.3333
45950	60900
45950	64683.3333
45950	66633.3333
45950	71983.3333
45950	73583.3333
45950	74150
45950	75950
45950	79600
45966.6667	60816.6667
45966.6667	61116.6667
45966.6667	62566.6667
45966.6667	66583.3333
45966.6667	66633.3333
45966.6667	67233.3333
45966.6667	70950
45966.6667	71816.6667
45966.6667	72383.3333
45966.6667	73216.6667
45966.6667	73466.6667
45966.6667	73716.6667
45966.6667	81933.3333
45983.3333	60983.3333
45983.3333	66200
45983.3333	67600
45983.3333	79366.6667
45983.3333	80716.6667
46000	59850
46000	64550
46000	65316.6667
46000	67466.6667
46000	72916.6667
46016.6667	60650
46016.6667	62483.3333
46016.6667	62533.3333
46016.6667	62883.3333
46016.6667	66833.3333
46016.6667	73166.6667
46016.6667	74766.6667
46016.6667	77450
46033.3333	59983.3333
46033.3333	61533.3333
46033.3333	65050
46033.3333	65866.6667
46033.3333	71366.6667
46033.3333	71916.6667
46033.3333	73133.3333
46033.3333	73433.3333
46033.3333	73700
46033.3333	74033.3333
46033.3333	74066.6667
46033.3333	74200
46033.3333	74283.3333
46033.3333	78466.6667
46033.3333	80600
46050	64100
46050	65550
46050	70516.6667
46050	71966.6667
46050	73116.6667
46050	81783.3333
46066.6667	61366.6667
46066.6667	62816.6667
46066.6667	67683.3333
46066.6667	72800
46066.6667	72833.3333
46066.6667	79116.6667
46066.6667	79350
46083.3333	59933.3333
46083.3333	61416.6667
46083.3333	64766.6667
46083.3333	66050
46083.3333	71300
46083.3333	73166.6667
46083.3333	75616.6667
46083.3333	76050
46083.3333	78883.3333
46100	60500
46100	60750
46100	63933.3333
46100	64666.6667
46100	64750
46100	77500
46100	81716.6667
46116.6667	60216.6667
46116.6667	60233.3333
46116.6667	63783.3333
46116.6667	64950
46116.6667	67150
46116.6667	70666.6667
46116.6667	70683.3333
46116.6667	74583.3333
46133.3333	59883.3333
46133.3333	66600
46133.3333	67183.3333
46133.3333	70366.6667
46133.3333	71216.6667
46133.3333	74183.3333
46133.3333	77700
46133.3333	80433.3333
46150	60166.6667
46150	60283.3333
46150	64183.3333
46150	67566.6667
46166.6667	60233.3333
46166.6667	62650
46166.6667	62916.6667
46166.6667	64566.6667
46166.6667	65883.3333
46166.6667	71883.3333
46166.6667	72233.3333
46166.6667	73416.6667
46166.6667	77566.6667
46166.6667	80700
46183.3333	59866.6667
46183.3333	61266.6667
46183.3333	62533.3333
46183.3333	62883.3333
46183.3333	72500
46183.3333	73116.6667
46183.3333	82333.3333
46183.3333	82950
46200	59966.6667
46200	60250
46200	62833.3333
46200	70483.3333
46200	70766.6667
46200	74633.3333
46200	82083.3333
46200	82666.6667
46200	83150
46216.6667	60016.6667
46216.6667	63466.6667
46216.6667	63483.3333
46216.6667	64533.3333
46216.6667	71083.3333
46216.6667	71383.3333
46216.6667	71766.6667
46216.6667	72433.3333
46216.6667	72600
46216.6667	73016.6667
46216.6667	73533.3333
46216.6667	77883.3333
46216.6667	78066.6667
46216.6667	79366.6667
46233.3333	60216.6667
46233.3333	60283.3333
46233.3333	61283.3333
46233.3333	62616.6667
46233.3333	63133.3333
46233.3333	64533.3333
46233.3333	66616.6667
46233.3333	76016.6667
46233.3333	80866.6667
46233.3333	83333.3333
46250	60083.3333
46250	60616.6667
46250	63116.6667
46250	63666.6667
46250	63700
46250	65066.6667
46250	67683.3333
46250	71516.6667
46250	72933.3333
46250	73083.3333
46250	78283.3333
46250	81766.6667
46250	83550
46250	83883.3333
46266.6667	66633.3333
46266.6667	71000
46266.6667	79033.3333
46266.6667	81883.3333
46283.3333	63133.3333
46283.3333	66733.3333
46283.3333	72683.3333
46283.3333	72833.3333
46283.3333	73366.6667
46283.3333	74733.3333
46283.3333	83783.3333
46283.3333	84033.3333
46300	60616.6667
46300	62783.3333
46300	63216.6667
46300	64716.6667
46300	67516.6667
46300	70866.6667
46300	72266.6667
46300	79450
46300	80800
46316.6667	72516.6667
46316.6667	73650
46316.6667	74216.6667
46316.6667	78700
46333.3333	72433.3333
46333.3333	78833.3333
46333.3333	79416.6667
46333.3333	83933.3333
46350	62250
46350	62966.6667
46350	63350
46350	72550
46350	80416.6667
46366.6667	60516.6667
46366.6667	62866.6667
46366.6667	63550
46366.6667	64750
46366.6667	66566.6667
46366.6667	70916.6667
46366.6667	71233.3333
46366.6667	71616.6667
46366.6667	72016.6667
46366.6667	72500
46366.6667	74766.6667
46366.6667	74883.3333
46366.6667	75966.6667
46366.6667	79933.3333
46366.6667	81316.6667
46366.6667	81516.6667
46383.3333	61066.6667
46383.3333	71883.3333
46383.3333	75016.6667
46383.3333	80816.6667
46383.3333	82650
46400	61150
46400	63783.3333
46400	66916.6667
46400	67483.3333
46400	70500
46400	74866.6667
46400	80116.6667
46400	81166.6667
46416.6667	62266.6667
46416.6667	62433.3333
46416.6667	62566.6667
46416.6667	62700
46416.6667	63300
46416.6667	63816.6667
46416.6667	71933.3333
46416.6667	75366.6667
46433.3333	61100
46433.3333	62066.6667
46433.3333	63650
46433.3333	63866.6667
46433.3333	64000
46433.3333	67716.6667
46433.3333	71016.6667
46433.3333	72350
46433.3333	80300
46433.3333	81150
46450	63450
46450	66400
46450	79883.3333
46450	81166.6667
46466.6667	64733.3333
46466.6667	65250
46466.6667	67566.6667
46466.6667	71516.6667
46466.6667	72533.3333
46466.6667	81066.6667
46483.3333	67416.6667
46483.3333	70200
46483.3333	70616.6667
46483.3333	72033.3333
46483.3333	72666.6667
46483.3333	80533.3333
46483.3333	80850
46483.3333	84066.6667
46500	72250
46500	80966.6667
46500	84333.3333
46516.6667	66266.6667
46516.6667	71066.6667
46516.6667	72750
46516.6667	75350
46516.6667	80033.3333
46533.3333	63683.3333
46533.3333	64050
46533.3333	67166.6667
46533.3333	70766.6667
46533.3333	72350
46533.3333	72750
46533.3333	76033.3333
46550	61033.3333
46550	66116.6667
46550	72100
46550	72116.6667
46550	72466.6667
46550	72733.3333
46550	75500
46550	84150
46566.6667	63933.3333
46566.6667	70983.3333
46566.6667	71433.3333
46566.6667	71833.3333
46566.6667	72000
46566.6667	79416.6667
46566.6667	80816.6667
46566.6667	80866.6667
46583.3333	65333.3333
46583.3333	71616.6667
46583.3333	72050
46583.3333	72183.3333
46583.3333	73083.3333
46583.3333	80183.3333
46583.3333	81200
46600	67733.3333
46600	70850
46616.6667	53533.3333
46616.6667	61016.6667
46616.6667	65050
46616.6667	70966.6667
46616.6667	71733.3333
46616.6667	71933.3333
46616.6667	72666.6667
46616.6667	72733.3333
46616.6667	72766.6667
46633.3333	53600
46633.3333	64866.6667
46633.3333	71916.6667
46633.3333	72683.3333
46633.3333	79016.6667
46633.3333	80433.3333
46633.3333	81383.3333
46650	60966.6667
46650	65866.6667
46650	67583.3333
46650	70800
46650	71300
46650	71566.6667
46666.6667	53083.3333
46666.6667	64066.6667
46666.6667	71733.3333
46666.6667	72133.3333
46666.6667	73916.6667
46666.6667	80750
46683.3333	60366.6667
46683.3333	64183.3333
46683.3333	64866.6667
46683.3333	70016.6667
46683.3333	70450
46683.3333	71066.6667
46683.3333	71716.6667
46683.3333	71883.3333
46683.3333	72033.3333
46683.3333	72716.6667
46700	64216.6667
46700	71400
46700	71583.3333
46700	72083.3333
46700	75450
46700	80916.6667
46700	81550
46716.6667	53266.6667
46716.6667	65416.6667
46716.6667	70716.6667
46716.6667	71266.6667
46716.6667	72566.6667
46716.6667	79083.3333
46716.6667	79100
46716.6667	84133.3333
46733.3333	53366.6667
46733.3333	64966.6667
46733.3333	65833.3333
46733.3333	67700
46733.3333	70366.6667
46733.3333	71266.6667
46733.3333	75300
46750	70583.3333
46750	71233.3333
46750	71266.6667
46750	71350
46750	71700
46750	71816.6667
46750	72250
46766.6667	70950
46766.6667	71250
46766.6667	78983.3333
46783.3333	67500
46783.3333	70750
46783.3333	71200
46783.3333	71300
46783.3333	71383.3333
46783.3333	84050
46800	53650
46800	54066.6667
46800	64066.6667
46800	67716.6667
46800	70200
46800	71166.6667
46800	71250
46800	71316.6667
46800	72500
46816.6667	65800
46816.6667	71200
46816.6667	71250
46816.6667	79583.3333
46816.6667	80950
46833.3333	65783.3333
46833.3333	70850
46833.3333	71166.6667
46850	69900
46850	71183.3333
46850	71350
46850	71366.6667
46850	71616.6667
46850	72450
46850	81016.6667
46866.6667	53616.6667
46866.6667	55816.6667
46866.6667	70916.6667
46866.6667	71266.6667
46866.6667	71366.6667
46866.6667	71433.3333
46866.6667	72383.3333
46866.6667	75316.6667
46883.3333	53966.6667
46883.3333	65516.6667
46883.3333	70816.6667
46883.3333	71150
46883.3333	71166.6667
46883.3333	71283.3333
46883.3333	71516.6667
46883.3333	71833.3333
46900	55400
46900	55966.6667
46900	60466.6667
46900	65183.3333
